ano,texto,notas,nota_final,pred_C1,pred_C2,pred_C3,pred_C4,pred_C5,nota_final_predita
2022,"No território brasileiro, entende-se como povos tradicionais aqueles que possuem uma relação mútua com o meio ambiente, uma vez que utilizam a terra apenas para sua subsistência. Com a chegada dos portugueses ao Brasil no séc. XVI, iniciou-se um extenso histórico de perseguição e negligência dos direitos dessas populações, o qual teve como consequências o genocídio de povos indígenas, a morte de línguas e tradições e a recorrente invasão territorial. Desse modo, deve-se entender a importância da valorização das comunidades e povos tradicionais, além de analisar os obstáculos que dificultam a problemática.

Primeramente, vale ressaltar que as comunidades tradicionais, como indígenas, quilombolas e ribeirinhos, possuem um papel fundamental na preservação da natureza. Localizados majoritariamente nas regiões Norte e Nordeste, esses povos tem um conhecimento profundo da natureza, uma vez que têm seu modo de vida pautado não apenas na sustentabilidade, mas na harmonia com o meio ambiente. Além disso, deve-se destacar a sua significativa herança cultural, a qual é passada de geração para geração. Muitas vezes, somente por via oral. O povo Kambeba, por exemplo, diz ser o povo das águas e, por isso, o rio lhes tem fundamental importância.

Ademais, embora muitos povos sejam reconhecidos oficialmente pela legislação, ainda há um grande descaso por parte do Estado, que muitas vezes falha em identificar e punir adequadamente os infratores. Como revela  Jayana Pataxó - professor  na região de Porto Seguro (BA) e estudante na Universidade Federal de Minas Gerais - no Jornal El País, em 1951, o povo Pataxó teve suas terras queimadas e  foram forçados a deixá-la. Como consequência, quase perderam seu idioma. Além disso, devido à baixa fiscalização, ocorrem diversos conflitos entre populações tradicionais e aqueles responsáveis pelo desmatamento na Amazônia.

Diante do exposto, torna-se evidente a importância desses povos terem seus direitos respeitados e a dificuldade desses povos. Portanto, faz-se necessário que o Ministério do Desenvolvimento Social, por meio da Comissão Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais, invista mais em iniciativas de delimitação territorial, além de reforçar a fiscalização e a proteção dessas populações.","[180, 200, 180, 160, 120]",840.0,160,200,160,200,200,920
2018,"Nesse ano, veio à tona o caso da venda de dados pelo Facebook. Esse incidente teve grande repercussão  mundial e levantou uma discussão acerca da segurança do controle de dados na internet. Fato é  que a exposição de dados de acordo com o  comportamento do usuário é uma poderosa arma para  manipulação das massas.

Atualmente, é comum estar conectado à rede. Pesquisas indicam que grande parte da população utiliza ou já utilizou a internet. Todas essas pessoas têm acesso às informações compartilhadas nas redes sociais e nos sites de notícias e, portanto, podem ser influenciados pelos mesmos.

Um fator agravante desse cenário é a possibilidade de conteúdo personalizado aos usuários de sites como Instagram, Facebook e YouTube. Por meio dessa tecnologia, é possível que um determinado conteúdo seja exibido a um grupo de usuários que apresentam um certo comportamento,  o que possibilita a manipulação desses indivíduos por meio da escolha do conteúdo exibido.

Nesse cenário, é impossível  impedir o controle de dados, mas pode-se evitar a manipulação. Isso pode ser feito pelo usuário das redes sociais, que deve conferir as informações recebidas por meio de uma pesquisa sobre o assunto tratado. Isso evita a proliferação de informações falsas e, consequentemente, dificulta a manipulação.","[120, 160, 140, 140, 180]",740.0,160,200,160,160,160,840
2018,"A alienação tecnológica.

O sociólogo alemão Karl Marx mostrou em suas obras como o homem pode se tornar um indivíduo alienado, fazendo coisas sem pensar ou saber. O contexto de Marx era de uma sociedade que a indústria crescia com a presença de modelos de produção como o Fordismo e o Taylorismo. Atualmente, o contexto é outro, a alienação vem na maioria das vezes pela internet e a manipulação de dados presente nela, geralmente representando interesses de empresas, pessoas ou até governos.

Ao controlar as ações dos usuários na internet, os sistemas responsáveis por isso fazem com que a escolha e as preferências das pessoas sejam sempre as mesmas, não dando total liberdade para os indivíduos decidirem o que querem. Na maioria das vezes isso é algo imperceptível, porém é muito comum de acontecer. Aplicativos de filmes fazem listas de programas e séries que o usuário deve preferir, isso faz com que as pessoas escolham somente algo que está entre o que foi selecionado, deixando de conhecer a variedade contida ali.

As ""Fake News"" são notícias que tem como principal intuito manipular a opinião dos leitores, com dados falsos ou distorcidos. Isso está tão comum que grande parte das informações presentes em redes sociais são falsas, com a intenção de promover empresas, partidos políticos ou pessoas. A população se mostra tão suscetível a esse tipo de coisa que qualquer manipulação de informação consegue mudar opiniões, mesmo não sabendo a procedência ou a veracidade dos dados.

É de grande importância que as escolas criem aulas que falem sobre a tecnologia, a internet e como funcionam, tendo como foco inicial os mais jovens que são os que mais usam estes recursos, para que após isso os próprios estudantes tenham conhecimento suficiente para ensinar os mais velhos. Todo esse aprendizado irá ajudar a evitar que as pessoas se alienem na internet e sejam vítimas da manipulação presente nela.","[160, 200, 160, 120, 160]",800.0,160,200,160,160,120,800
2022,"Liberdade de Expressão

No Brasil, os impasses que envolvem o reconhecimento de povos tradicionais têm demonstrado serem  bastante recorrente  no cenário nacional. Nesse contexto, comunidades diversas como as quilombolas e os  ribeirinhos  têm sido ameaçadas e desrespeitadas em função da ação de descasos e negligência que são submetidos, o que  provocam uma desvalorização  da cultura local e prejudica a qualidade de  vida dessas pessoas.. Tal panorama afeitivo  exige uma atitude mais explícita por parte do Governo e das instituições formadoras de opinião, parra solucionar essa problemática.

Diante dessa ótica, é fato que a Constituição Federal de 1988 assegura no artigo V uma qualidade de vida com moradia e segurança para todos os brasileiros. Todavia, mesmo com esse garantia, inúmeros habitantes ainda sofrem com a insegurança advinda das políticas públicas impostas de modo irresponsável pelo Governo de tal forma que comunidades tradicionais têm seu estilo de vida afetado. Nesse cenário, vários povos são ameaçados com legislações ambientais e mecanismos econômincos que colocam em risco os direitos dessas populações e que visam somente lucro. Desse modo, ainda que exista um código legal que exija um oferecimento de um bem-estar para a população, este não é cumprido em sua totalidade devido à displicência de setores do Poder Público em seguir as leis propostas pela carta magna, situação essa que desvaloriza a existencia dos povos culturalmente diferenciados e traz muitos malefícios para essa parcela social.

Além disso, em função do descaso de algumas instituições formadoras de opinião, muitas vezes nao existe um compartilhamento adequado de informações acerca da importância dos povos tradicionais na constituição cultural nacional e dos desafios que essas pessoas enfrentam. Assim, inúmeros brasileiros desconhecem a realidade dessas comunidades e não entendem os danos que as ações do Governo podem ter, o que causa uma omissão social e, consequentemente, a carência de manifestações a favor dos direitos dessa fração da população.

Portanto, é preciso que o Governo respeite o espaço habitado pelas populações tradicionais, visto que a aplicação de leis que prejudiquem sua  qualidade de vida têm sido recorrente, mediante  o cumprimento do código que rege o país para que estas pessoas ter seu território garantido legalmente.

Ademais, é necessário que as instituições formadoras de opinião, como as escolas e as famílias, realizem um maior compartilhamento de informações sobre esses povos como pescadores e ciganos por meio de palestras e diálogos  para que seja desenvolvido um censo crítico e ,dessa forma, haja a redução da omissão social.","[160, 200, 140, 200, 200]",900.0,160,200,160,200,200,920
2016,"Desde o início da civilização, a raça humana tenta explicar sua origem através de deuses ou seres divinos. Com o passar dos anos foram criadas várias religiões diferentes umas das outras, com épocas em que o povo e o Estado discriminavam e até matavam pessoas com uma convicção religiosa diferente.

O ódio a religiões distintas já ocasionou muitos episódios históricos horríveis como a tortura dos cristãos durante o Império Romano e as mortes em massa dos judeus na Segunda Grande Guerra. Porém, mesmo sendo tempos que não gostamos de relembrar, muitas pessoas no mundo ainda têm o mesmo pensamento da antiguidade.

No caso do Brasil, a afinidade perante a discriminação de religiões vem aumentando junto com os discursos de ódio. Segundo dados da Secretaria de Direitos Humanos, as agressões físicas estão cada vez mais altas. Parte desse problema é ocasionado por figuras públicas que enaltecem a intolerância religiosa e impulsionam manifestações contra outras religiões.

A outra parte do problema é a falta de educação da população para perceber que todos são seres humanos e merecem respeito. Logo, o governo deve implantar aulas e palestras para toda a comunidade explicando como funcionam os direitos humanos, desenvolver publicidades sobre respeito e igualdade e juntamente com a mídia e a população, não exaltar figuras que apoiam atos contra os direitos humanos.","[160, 200, 160, 180, 140]",840.0,160,200,160,200,160,880
2018,"Desde a invenção da internet, na década de 1980, a humanidade alienou-se a uma vida com todas as facilidades fornecidas, como o uso de ferramentas de busca, ao invés de buscar as informações em enciclopédias, e a rapidez da comunicação. Todavia, essas facilidades requerem os dados de cada usuário, como uma troca pelos serviços prestados.

Por meio desses dados, as empresas consolidadas no meio digital, a exemplo do Facebook, geram um algoritmo para cada usuário, através dos gostos ou convicções políticas. Esse algoritmo, muitas vezes literal, recomenda notícias e publicações que podem ser falsas e sua circulação para outras redes sociais podem manipular os remetentes. Um exemplo disso é a eleição presidencial americana que foi decidida por ""fake news"" dos candidos, para beneficiá-los ou o contrário.

Além disso, esses dados são uma fonte de informação de 64,7% da população brasileira, segundo o IBGE. Dessa forma, seguindo o conceito de Manuel Castells, de que a informação é poder, essas empresas possuem a facilidade e a possibilidade de impor o comportamento dos usuários, e até de um país, através de seu poder de manipulação com esses dados.

Diante do proposto, fica evidente a necessidade do poder público criar uma instituição que localize e denuncie informações falsas por meio de equipes especializadas, que vão ler todas as notícias compartilhadas, a fim de diminuir a facilidade de manipulação dos usuários, através do uso de seus dados.","[160, 160, 120, 160, 160]",760.0,160,200,160,160,160,840
2018,"Segundo o sociólogo Henry Jenkins, com o advento da internet, as mídias virtuais tornaram-se  capazes de ditar tendências , fenômeno conhecido como determinismo midiático. Isso se prova como um problema no Brasil,  devido ao fato de que o controle dos conteúdos exibidos é feito, em grande parte, por empresas  que beneficiam seus interesses, difundindo noticias falsas ou exibindo  um único viés sobre uma situação. Assim esse panorama querer uma atuação mais empenhada do poder público e das instituições formadoras de opinião para impedir a  monopólio da informação nas redes sociais.

Nesse contexto, vale resaltar,  que  o Código Penal criminaliza a difamação de individuos. No entanto, são comuns os casos de disseminação de boatos na internet, os quais são capazes de constuir uma pós-verdade, que, de acordo com o dicionário de Oxford é baseado nas emoções, divergindo dos fatos. A titulo de ilustração, tem-se como exemplo dessa realidade o compatilhamento de "" fake news"" nas redes sociais, durante as eleições presidenciais brasileiras de 2018, que prejudicaram a honestidade das campanhas. Dessa forma, o Estado deve informar a população sobre a necessidade de checar a veracidade das informações.

Outrossim, são escassos  os debates escolares ou familiares sobre o bom uso da rede mundial de computadores para adquirir conhecimento sobre os fatos, situação que viabiliza a alienação do indivoduo aos grandes veículos comunicativos ""on line"".Tendo isso em vista, vale destacar que, para o filósofo Platão, a educação direciona o futuro das pessoas, fato que torna necessário ensinar aos cidadãos sobre a importância do senso crítico a fim de evitar a manipulação do povo. 

À luz dessas considerações, urge que o governo alerte a população acerca dos perigos das ""fake news"" compartilhadas virtualmente mediante informes educativos que abordem a necessidade de checar se uma noticia é falsa, com o fito de impedir a formação da pós verdade. Ademais, faz-se mister que escolas e familias esclareçam sobre a necessidade da criticidade ao ler textos da internet, por meio de, respectivamente, palestras e diálogos, para que as pessoas não se tornem submissas a um único ponto de vista promovido nas redes sociais. Assim, o determinismo midiático não será mais um problema.","[160, 40, 40, 200, 40]",480.0,160,200,160,200,200,920
2023,"No ano de 1943, a sociedade brasileira conheceu um documento que assegura para os cidadãos o direito ao trabalho digno e bem remunerado: a Consolidação das Leis Trabalhistas (CLT). Entretanto, na realidade,  mesmo após 70 anos de vigência, as prerrogativas não são totalmente efetivadas, principalmente, no  que tange o trabalho de cuidado realizado pela população feminina no Brasil. Nessa perspectiva, é imprescindível analisar a  omissão estatal, tal qual a cultura escravalhista atual como fatores que contribuem para o revés, sendo necessário medidas que objetivas sua solução. 

Diante desse cenário, é evidente que o Estado é ineficiente para fornecer aparatos que valorizam a profissão de cuidadora. Sob essa ótica, o célebre autor Gilberto Dimenstein afirma, em seu livro ""Cidadão de Papel"", que as leis vigentes no Brasil não são praticadas, isto é, essas permanecem no papel o que ocasiona o abadono de certos grupos. Tal quadro é observado na norma que foi aprovada na década de 2010, a qual assegurava a regulamentação das profissionais de cuidado, porém observa-se a mantutenção de relações laborais exploratórias nesse meio devido ao descaso governamental. Desse modo, entende-se a necessidade de corrigir tal falha.

Ademais, é importante a análise do panorama histórico do país. De acordo com o livro ""Raízes do Brasil, do renomado historiador Sérgio Buarque de Holanda, o processo de submissão de mulheres, principalmente negras, ao trabalho doméstico e ao de cuidado é decorrente do período de escravidão, haja vista que naquele momento o grupo feminino era forçado a função de cuidar das crianças e idosos da casa grande, lugar onde vivia o proprietário. Dessa maneira, essa atividade, como reflexo do passado, é recebida com preconceito.

Portanto, é mister que ações sejam tomadas para a diminuição das consequências da problemática. Para isso, cabe ao Ministério do Trabalho- devido a sua responsabilidade com a segurança laboral populacional- criar campanhas de conscientização sobre a denuncia de abusos contra as cuidadoras, por meio de veículos de comunicação,  tais como  a rádio, a televisão e a internet, a fim de reduzir a exploração à esse grupo. Tal medida em conjunto com a realização de palestras que tragam visibilidade para as profissionais de cuidado, de forma que rompa com o pensamento preconceituoso, garantirão uma sociedade mais justa. Somente assim, a CLT poderá ser respeitada.","[160, 200, 160, 180, 200]",900.0,160,200,160,200,200,920
2023,"Na grande e esmagadora maioria dos casos onde mulheres trabalham, encontra-se sim, uma desigualdade, sendo inadmissível, sabendo que vivemos em uma sociedade que preza pela igualdade de gênero e direitos iguais. È evidente isto ao mostrar a diferença entre os gêneros sobre as horas de trabalho, e, o salário injusto das trabalhadoras.

No Brasil, o trabalho é um serviço fundamental, sendo ele com a intenção de ser remunerado ou não remunerado, e, não por isso deve haver uma diferença quanto ao horário gasto por gênero sexual. O que  mostra uma injustiça quando  pesquisa feita pelo IBGE aponta que as mulheres trabalham 10,6 horas mensais a mais que os homens.

Outra injustiça é encontrada,  quanto as trabalhadoras referente ao cuidado de crianças, idosos ou de portadores de deficiências ou doenças físicas ou mentais, pois, dados do documento informativo ""Tempo de Cuidar"" mostram que dois terços de cuidadores são mulheres que são remuneradas e mais de três quartos de cuidadores são mulheres  não remuneradas.

Contudo, é possível concluir que é necessário que as mulheres sejam pagas corretamente por trabalhos de cuidado, sabendo disso, cabe ao ministério do trabalho divulgar  mais esses infelizes casos,  para que possamos viver em um país mais informado.","[120, 120, 140, 160, 120]",660.0,160,200,160,200,200,920
2022,"A Comissão Mundial pelo Meio Ambiente e o Desenvolvimento, organizada pela Organização das Nações Unidas, define como sustentável toda a atividade que vise ao atendimento  das necessidades  humanas atuais sem que, para isso, comprometa o futuro dos próximas  gerações.Em vista disso, no atual cenário nacional, a valorização e a sobrevivência das populações tradicionais depende diretamente da adoção de medidas sustentáveis para que o seus laços culturais em relação à natureza sejam conservados. Toda via, a desinformação da sociedade quanto a contribuição socio cultural dessas comunidades, assim como  as ameaças geradas pelos desmandos modernos surgem como desafios para a sua efetivação.
Em primeiro lugar, a consciência coletiva da formação nacional é imprescindível para a adoção de uma postura valorativa quanto aos povos originarios brasileiros. Nesse sentido, o músico jamaicano Bob Marley afirmou que um povo que não conhece sua identidade cultural é como uma árvore sem raízes. Dessa forma, o desconhecimento étnico-cultural da formação da sociedade brasileira surge como um fator significante para a ineficácia de políticas  sociais que elevam os povos tradicionais ao sentimento de pertencimento e unidade nacional, na medida em que não é possivel valorizar aquilo que não está presente no saber coletivo.

Por conseguinte, o fenômeno da globalização, decorrente da Modernidade, inauguram novas relações produtivas e financeiras, por parte de agentes econômicos internacionais, nas quais o sistema produtivo extrapolou fronteiras nacionais e passou a operar  em territórios, muitas vezes habitados por comunidades tradicionais, sem dar valor nem respeitar os costumes e a cultura desses povos. Diante disso, existe uma violência simbólica que, segundo o sociólogo Pierre Bourdieu, é  a responsável pela imposição de uma ordem dominante sobre as populações vulneráveis, desconsiderando, desse modo, a sua construção identitária.

Portanto, medidas são necessárias para promover a valorização dos povos tradicionais brasileiros. Para isso, é dever do Ministério da Educação e da Cultura -responsável por políticas educacionais -  realizar campanhas publicitárias em redes sociais e mídiáticas que permitam o acesso da população a conteúdos que conscientizem acerca do importante papel desempenhado pelas comunidades tradicionais  na formação sóciocultural brasileira, a fim de assegurar a valorização desses grupos. Somente assim, a relação com  os povos tradicionais será, enfim, sustentável.","[180, 200, 200, 200, 180]",960.0,160,200,160,200,200,920
2023,"Desde os primórdios, a mulher sempre exerceu o papel de cuidado, seja no reparo do lar ou da família.  Contudo, no cenáro da Segunda Guerra Mundial, devido ao elevado índice de óbito masculino, o sexo feminino começou a ser integrado na sociedade para preencher  os espaços deixados pelos homens, tanto no trabalho quanto nas próprias guerras. Na contemporaneidade, as mulheres têm  ganhado um destaque cada vez maior,porèm,ainda são  as principais responsáveis pela trabalho de cuidado no Brasil, o que permanece sendo um desafio ao combate da  invisibilidade da mulher por conta do preconceito e do condicionamento sofrido por elas.

Sob tal ótica, vale ressaltar que, segundo o filósofo francês Voltaire, ""preconceito  é opinião sem conhecimento"". Nesse sentido,o preconceito vivenciado pelas mulheres se trata, a cima de tudo, de opiniões equívocadas que os outros individuos possuem em relação ao gênero feminino. No contexto atual, a  mulher se mantém fixa nos afarezes domésticos, dedicando muito do seu tempo para tarefas de casa, cuidar dos filhos e, eventualmente, de outro familiar, enquanto o homem tende  a passar o dia no trabalho.Essa rotina tem sido pautada fortemente na disseminação decorrente do preconceito sobre a mulher, a qual se vê desde   pequena sendo ensinada sobre as coisas do lar,  estando visível para a sociedade, apenas dessa maneira. 
Dessa modo, o trabalho de cuidado é muito importante para a sociedade e não deveria se direcionado somente para o sexo feminino. Conforme dito por Simone de Beauvoir, ""o ser mulher"" foi  esiado  para condicionar as mulheres às atividades que a sociedade considera   apta para elas - ou seja,   é aquele que decide"", as mulheres são criticadas que a sociedade considera pensando no histórico das tarefas femininas, cuidar da casa-mesmo havendo transformações que possibilitaram o seu destaque em outros campos, como no mercado de trabalho. Todavia, esse comportamento condicionado está  mudando, tendo em vista que os espaços antes ocupados  por homens estão  recebendo as mulheres. Por isso, é preciso mudar a visão de que as atividades do lar são para meninas,  porque esse é um papel que os homens também devem se exercer.

Portanto, imfere-se que a sociedade deve comerçar a repensar sobre o papel  da mulher e em como o homem pode contribuir com o trabalho de cuidado. Para isso, cabe as pais dessa geração educar os seus filhos,tanto meninas quanto meninos, acerca da função deles  em seus lares, por meio de conversas que propiciem  um conhecimento livre de preconceitos, para educá-los  sobre a importância de fazer    a sua parte e não  deixar tudo para a mulher.  Ademais, as escolas podem contribuir  com dinâmicas e rodas de conversas que    estimulem o pensamento das crianças e   jovens para saberem  compartilhar as tarefas   de casa. Assim,  será possive minimizar a invisibilidade da mulher nesse trabalho.","[180, 200, 180, 180, 200]",940.0,160,200,160,200,200,920
2018,"Informação condicionada.

O desenvolvimento tecnológico no Brasil atingiu um ponto onde, as pessoas em sua mais tenra  idade possuem acesso ao mundo virtual e entram em contato com sua vasta biblioteca de conteúdo disponíveis na internet. Porém, o contato com essas informações levantam questões sobre até que ponto os dados  são manipuladas e os impactos causados. 

O acesso de dados na internet permite  grande liberdade ao usuário, pois o mesmo não é impedido de procurar o que deseja, entretando,  a partir do momento em que essa pesoa começra a pesquisar se inicia um processo que passa por a sociedade, entram em cena matemáticos e estatísticos, responsáv algorítimos, que são sequências de comandos baseados em modelos matemáticos e estatísticos, responsáveis por executar determinada ação,onde eles analisam o tipo de conteúdo que é consumido frequentemente.

A partir dessa análise, a I.A. (inteligência artificial) responsável por entregar as informações irá se  basear nos resultados que ela sempre apresentar dados que se enquadrem no ""perfil"" do usuário. Tal processo acaba por privar o mesmo de informações distintas, de modo que o mesmo fique cada vez mais preso a uma esfera de ideias fechadas. A reprodução do discurso legítimos também se origina nesse ponto, pois a pessoa não busca saber a veracidade das informações que recebeu.

Em vista disso, o Ministério da educação e o Ministério da Cultura devem se unir para levar as pessoas a consciêntização   de buscas sempre além, por meio de palestras, cartazes ou vídeos disponibilizados na própria internet com o objetivo de fomentar a rede de conhecimento da população.","[140, 140, 160, 160, 160]",760.0,160,200,160,160,160,840
2018,"Totalitarismo Cibernético

Análise, Parcialidade, Manipulação. Tal gradação se mostra muito coerente a situação atual dos algoritmos, que, devido ao consumo repetitivo e sem diversidade dos usuários, consegue achar certos padrões   individuais que acarretam mudanças dessas  para uma zona cada vez mais confortável e cega,  manipulando-os.

Cerca de 85% dos jovens de 18 a 24 anos e, 65% das crianças com mais de 10 anos já utilizavam a internet. Esse dado, segundo o IBGE 2016, só  reforça a promessa que a internet já é uma  fonte de criação de opiniões de uma parcela significamente grande da população brasileira e isso pode se usado incorretamente uma vez que os jovens estão sendo criados consumindo uma só visão sendo ela, muitas vezes, apenas levemente moldado diferentemente                                                                              Nota-se que a internet como meio de entretenimento, desde notícias até redes comunicação, não são imparciais ou seja, sempre têm uma tese, muitas vezes implícita, perante o assunto e uma vez que os usuários só entram em contato com apenas uma face dos fatos, esses estão sendo doutrinados a acreditar que só existe aquele ponto  de vista possível.

Nesses casos, o uso de algoritmos inteligentes pode até ser caracterizado por consumo, sendo um verdadeiro totalitarismo que faz o governo ter que garantir disseminação de diversos meios possíveis de ver o mundo pela própria internet e,  nas escolas, estimular o debate para aflorar tanto o sendo  crítico dos jovens quanto a ideia de diferentes pontos de vista, assim, garantindo a liberdade das decisões..","[120, 120, 120, 120, 120]",600.0,160,200,160,160,160,840
2018,"O mundo está globalizado, e o acesso à internet é abundante à grande parte da população mundial. A internet facilita a captura de informações do usuário e também é fonte de entretenimento. Nesse universo digital, o usuário é exposto a conteúdos selecionados por algoritmos com base nos seus interesses.
 De primeira vista, a seleção de conteúdos por um algoritmo parece ótima, já que satisfageria a pessoa apenas com conteúdos que ela gosta. Entretanto, essa seleção  de dados  indisponibiliza conteúdos  que possam  contrastar com seus interesses, e  o  ajuda a abrir sua mente,o fazendo debates consigo mesmo sobre suas opiniões,agregando conhecimento a pessoa.                    Desta forma, a pessoa fica limitada ao seu mundo,dificultando o apredizando de diversos pontos de vista diferentes, abrindo  as portas para a ignorância. Além do fato de que o algorítmo opode ocultar até mesmo coisas que a pessoa gosta.
Muitas redes sociais expõem abas para serem vizualizadas de acordo com a relevância. Muitas vezes, a rede social escolhe mostrar anúncios ao usuário por esse meio, além de poder filtrar informações políticas com apenas um ponto de vista, com o objetivo de influenciar e convencer o leitor.

Esses algoritmos caracterizam uma ditadura que reprime a liberdade de escolha, já que não mostram todas as opções para o usuário. Todos os países deveriam realizar sanções contra os algoritmos, exigindo para as empresas que utilizam o conteúdo dos algoritmos. Assim, ele seria analisado e verificado se o algoritmo pode influenciar a política, para caso isso ser confirmado, obrigar as empresas a corrigir isso.","[120, 120, 120, 120, 160]",640.0,160,200,160,160,160,840
2022,"As comunidades e povos tradicionais no Brasil não são valorizados como deveriam, sendo, muitas vezes considerados inferiores aos demais em um falso lema  de progresso, oriundo de preconceitos sociais e visões equivocadas de mundo. Por isso, esse é um problema que deve ser resolvido.

O darwinismo social, ideologia criada pelos governos durante o neocolonialismo para justificá-lo resultou em um evolucionismo eurocêntrico,ou seja , o europeu como superior  e ajudando os com menor capacidade. Embora esse pensamento seja falso,  ele persiste até os dias atuais em nossa sociedade, fazendo com que os saberes tradicionais fossem menosprezados.

Além do mais, de acordo com o IBGE, é estimado existirem 274 línguas indígenas faladas no Brasil atualmente, e antes dos colinizadores  totalizam mais de mil. Isto revela a morte da maior parte das culturas dos índios e de seus conhecimentos, o que constitui uma perda irreparável para a humanidade.

Portanto, para resolver o problema relacionado ao desprezo dos povos e comunidades tradicionais, o governo deve, por meio de verbas públicas, criar campanhas de conscientização sobre conhecimentos culturais ancestrais, como, por exemplo, ONGs que divulguem técnicas pesqueiras dessas comunidades, que podem nos ajudar no dia a dia.","[120, 160, 120, 120, 120]",640.0,160,200,160,200,200,920
2023,"No Brasil, é recorrente o preconceito em relação aos trabalhos de cuidado, que são os ofícios de tomar conta de pessoas e os relacionados às tarefas domésticas diárias. Por isso, geralmente, são executados por grupos marginalizados, destacando-se mulheres e meninas em situaçãp de pobreza. Alem disso,  uma vez que a maior parte desses trabalhores não são remunerados,tornam-se invisiveis para o governo e para  a sociedade. Logo, é necessário discutir essas problemáticas a fim de mitigá-las.

Conforme o IBGE, as mulheres dedicam aproximadamente  duas vezes mais tempo às tarefas de cuidado em relação aos homens. Isso revela uma construção social marcada pelo machismo e pela persistência da exclusão de gênero, o que leva à manutenção da jornada dupla feminina: trabalhar e cuidar da casa. Dessa permanência, verifica-se ainda a desconsideração do trabalho doméstico como profissão, não compreendendo-o como tarefa que exige tanto como qualquer outra.

Ademais, conforme o jornal G1, da Globo, houve, recentemente, inúmeras denúncias de trabalho análogo à escravidão dentre elas  de várias empregadas domésticas. Disso mostra-se tanto a invisibilidade quanto o descaso propiciado aos menos favorecidos, os quais acabam excluídos da sociedade por não possuírem empregos formais. Para além das discriminações citadas, também há o aumento da demanda de serviços de assistência à idosos e crianças, os quais são vitimas de  um preconceito correlacionados a idade, reproduzido  por diferentes seguimentos  sociais, tornando-os participantes de uma relação mutuamente indetectável com seus cuidadores.

Portanto, para tornar o trabalho de cuidado feminino visivel  no Brasil, o Ministério do Trabalho deve, por meio de verbas públicas, criar programas de conscientização acerca desta modalidade de tarefas. Por exemplo, realizar palestras públicas ressaltando a importância e as dificuldades neste ramo. Além disso, o Ministério da Justiça deve criar mecanismos de busca ativa dos que sofrem violência e abuso no exercício profissional.","[160, 200, 180, 200, 160]",900.0,160,200,160,200,200,920
